TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
CLE,03/03/2019,CLE vs. ORL,W,241,107,36,83,43.4,14,43,32.6,21,23,91.3,9,35,44,20,7,2,11,15,14
OKC,03/03/2019,OKC vs. MEM,W,242,99,33,93,35.5,9,30,30,24,33,72.7,17,36,53,19,10,5,14,19,4
BOS,03/03/2019,BOS vs. HOU,L,240,104,37,77,48.1,8,28,28.6,22,29,75.9,8,36,44,23,7,0,13,23,-11
ATL,03/04/2019,ATL @ MIA,L,240,113,38,91,41.8,17,46,37,20,25,80,16,26,42,25,9,2,14,21,-1
BKN,03/04/2019,BKN vs. DAL,W,239,127,48,85,56.5,17,41,41.5,14,19,73.7,3,45,48,29,8,1,13,23,39
LAL,03/04/2019,LAL vs. LAC,L,239,105,38,91,41.8,10,38,26.3,19,24,79.2,7,33,40,22,2,6,12,21,-8
SAS,03/04/2019,SAS vs. DEN,W,240,104,41,85,48.2,8,25,32,14,19,73.7,6,37,43,27,8,7,9,13,1
DEN,03/04/2019,DEN @ SAS,L,239,103,41,95,43.2,17,40,42.5,4,4,100,8,35,43,27,5,3,12,17,-1
MIA,03/04/2019,MIA vs. ATL,W,239,114,44,79,55.7,9,23,39.1,17,24,70.8,7,33,40,23,9,7,18,24,1
LAC,03/04/2019,LAC @ LAL,W,239,113,41,83,49.4,11,29,37.9,20,24,83.3,8,42,50,25,7,3,12,22,8
NYK,03/04/2019,NYK @ SAC,L,240,108,39,85,45.9,12,29,41.4,18,28,64.3,10,38,48,17,8,5,17,25,-7
SAC,03/04/2019,SAC vs. NYK,W,241,115,39,83,47,11,29,37.9,26,33,78.8,6,37,43,28,11,3,13,24,7
NOP,03/04/2019,NOP @ UTA,W,240,115,46,96,47.9,9,20,45,14,18,77.8,12,32,44,24,12,5,8,20,3
DAL,03/04/2019,DAL @ BKN,L,240,88,31,87,35.6,12,45,26.7,14,22,63.6,5,31,36,20,4,3,13,19,-39
PHX,03/04/2019,PHX vs. MIL,W,241,114,41,91,45.1,7,22,31.8,25,31,80.6,17,39,56,22,10,10,13,23,9
MIL,03/04/2019,MIL @ PHX,L,240,105,35,95,36.8,12,42,28.6,23,31,74.2,18,39,57,17,8,2,14,25,-9
UTA,03/04/2019,UTA vs. NOP,L,240,112,43,92,46.7,14,38,36.8,12,14,85.7,13,34,47,35,3,6,18,17,-3
CHI,03/05/2019,CHI @ IND,L,241,96,36,93,38.7,4,25,16,20,24,83.3,15,34,49,16,7,7,9,20,-9
IND,03/05/2019,IND vs. CHI,W,241,105,38,84,45.2,11,25,44,18,24,75,11,39,50,19,6,9,12,22,9
GSW,03/05/2019,GSW vs. BOS,L,240,95,34,85,40,8,35,22.9,19,23,82.6,9,36,45,26,5,2,21,24,-33
MEM,03/05/2019,MEM vs. POR,W,239,120,40,75,53.3,13,27,48.1,27,36,75,4,30,34,22,11,5,16,21,9
BOS,03/05/2019,BOS @ GSW,W,240,128,49,96,51,14,34,41.2,16,17,94.1,9,37,46,38,12,5,11,24,33
POR,03/05/2019,POR @ MEM,L,240,111,42,79,53.2,9,29,31,18,21,85.7,5,31,36,25,7,4,20,29,-9
HOU,03/05/2019,HOU @ TOR,W,240,107,38,85,44.7,15,34,44.1,16,18,88.9,9,34,43,22,11,6,9,23,12
OKC,03/05/2019,OKC @ MIN,L,239,120,42,94,44.7,18,46,39.1,18,31,58.1,15,30,45,20,4,8,12,26,-11
MIN,03/05/2019,MIN vs. OKC,W,239,131,47,89,52.8,11,22,50,26,35,74.3,10,42,52,28,6,2,9,24,11
PHI,03/05/2019,PHI vs. ORL,W,239,114,42,89,47.2,11,28,39.3,19,21,90.5,10,40,50,28,10,4,11,13,8
ORL,03/05/2019,ORL @ PHI,L,240,106,42,93,45.2,13,32,40.6,9,12,75,10,34,44,21,4,2,12,16,-8
TOR,03/05/2019,TOR vs. HOU,L,241,95,37,89,41.6,9,32,28.1,12,16,75,16,31,47,16,1,5,13,15,-12
DET,03/06/2019,DET vs. MIN,W,239,131,50,93,53.8,14,33,42.4,17,22,77.3,11,31,42,29,5,3,5,19,17
CHA,03/06/2019,CHA vs. MIA,L,238,84,30,82,36.6,14,36,38.9,10,15,66.7,10,30,40,22,7,4,19,19,-7
CLE,03/06/2019,CLE @ BKN,L,239,107,35,87,40.2,16,38,42.1,21,29,72.4,11,36,47,23,7,3,17,22,-6
MIA,03/06/2019,MIA @ CHA,W,239,91,38,90,42.2,9,26,34.6,6,11,54.5,17,34,51,19,10,7,18,16,7
SAC,03/06/2019,SAC vs. BOS,L,240,109,40,80,50,13,29,44.8,16,22,72.7,6,34,40,23,8,4,15,21,-2
NOP,03/06/2019,NOP vs. UTA,L,240,104,41,89,46.1,9,24,37.5,13,20,65,7,34,41,17,6,4,17,23,-10
BOS,03/06/2019,BOS @ SAC,W,240,111,40,79,50.6,13,33,39.4,18,21,85.7,3,32,35,26,11,1,17,22,2
NYK,03/06/2019,NYK @ PHX,L,239,96,35,77,45.5,6,15,40,20,25,80,8,38,46,17,6,7,21,23,-11
PHX,03/06/2019,PHX vs. NYK,W,239,107,39,81,48.1,12,29,41.4,17,22,77.3,4,27,31,21,11,9,13,25,11
LAL,03/06/2019,LAL vs. DEN,L,240,99,40,84,47.6,7,31,22.6,12,23,52.2,5,36,41,26,5,4,12,22,-16
DAL,03/06/2019,DAL @ WAS,L,240,123,45,93,48.4,15,41,36.6,18,28,64.3,14,25,39,27,7,2,7,19,-9
MIN,03/06/2019,MIN @ DET,L,239,114,41,84,48.8,12,27,44.4,20,21,95.2,6,31,37,25,3,5,13,22,-17
WAS,03/06/2019,WAS vs. DAL,W,240,132,50,93,53.8,12,33,36.4,20,25,80,15,34,49,30,3,2,12,26,9
DEN,03/06/2019,DEN @ LAL,W,239,115,45,98,45.9,13,42,31,12,17,70.6,18,37,55,33,6,3,8,17,16
ATL,03/06/2019,ATL vs. SAS,L,240,104,36,92,39.1,13,43,30.2,19,24,79.2,11,36,47,21,8,2,14,18,-7
UTA,03/06/2019,UTA @ NOP,W,239,114,46,88,52.3,8,30,26.7,14,22,63.6,9,36,45,31,9,8,20,20,10
BKN,03/06/2019,BKN vs. CLE,W,239,113,43,91,47.3,12,33,36.4,15,26,57.7,11,39,50,21,5,7,14,22,6
PHI,03/06/2019,PHI @ CHI,L,240,107,40,87,46,8,24,33.3,19,24,79.2,13,33,46,22,10,5,15,20,-1
SAS,03/06/2019,SAS @ ATL,W,241,111,44,89,49.4,10,33,30.3,13,18,72.2,6,43,49,27,4,9,16,23,7
CHI,03/06/2019,CHI vs. PHI,W,239,108,41,93,44.1,6,23,26.1,20,27,74.1,16,31,47,21,7,3,13,17,1
POR,03/07/2019,POR vs. OKC,L,265,121,37,94,39.4,9,41,22,38,47,80.9,14,37,51,14,7,8,14,27,-8
MIL,03/07/2019,MIL vs. IND,W,241,117,43,86,50,14,35,40,17,21,81,8,44,52,21,7,10,13,19,19
OKC,03/07/2019,OKC @ POR,W,265,129,48,105,45.7,8,27,29.6,25,32,78.1,16,42,58,14,7,5,15,31,8
IND,03/07/2019,IND @ MIL,L,239,98,35,90,38.9,14,37,37.8,14,20,70,6,34,40,26,10,7,10,16,-19
MEM,03/08/2019,MEM vs. UTA,W,241,114,46,90,51.1,9,22,40.9,13,15,86.7,8,35,43,31,5,5,10,18,10
WAS,03/08/2019,WAS @ CHA,L,239,111,40,86,46.5,9,27,33.3,22,26,84.6,13,33,46,28,8,5,14,19,-1
CHI,03/08/2019,CHI vs. DET,L,240,104,42,82,51.2,5,17,29.4,15,23,65.2,8,27,35,20,9,4,16,18,-8
CLE,03/08/2019,CLE @ MIA,L,242,110,39,81,48.1,19,43,44.2,13,16,81.3,6,22,28,28,6,1,15,25,-16
UTA,03/08/2019,UTA @ MEM,L,240,104,35,82,42.7,18,48,37.5,16,24,66.7,10,31,41,21,8,10,12,20,-10
NOP,03/08/2019,NOP vs. TOR,L,241,104,43,105,41,10,39,25.6,8,13,61.5,14,37,51,28,11,0,17,12,-23
DET,03/08/2019,DET @ CHI,W,240,112,45,83,54.2,9,27,33.3,13,21,61.9,7,34,41,23,5,9,15,19,8
DAL,03/08/2019,DAL @ ORL,L,241,106,42,89,47.2,10,34,29.4,12,16,75,10,32,42,22,6,3,14,15,-5
LAC,03/08/2019,LAC vs. OKC,W,240,118,39,86,45.3,9,25,36,31,46,67.4,10,43,53,20,7,4,10,26,8
CHA,03/08/2019,CHA vs. WAS,W,242,112,40,96,41.7,14,41,34.1,18,20,90,18,34,52,24,7,8,12,18,1
HOU,03/08/2019,HOU vs. PHI,W,239,107,42,85,49.4,13,41,31.7,10,15,66.7,7,36,43,22,13,0,17,18,16
ORL,03/08/2019,ORL vs. DAL,W,241,111,42,87,48.3,14,29,48.3,13,18,72.2,11,37,48,26,9,5,14,18,5
GSW,03/08/2019,GSW vs. DEN,W,239,122,45,84,53.6,18,35,51.4,14,21,66.7,7,36,43,32,11,10,17,28,17
MIA,03/08/2019,MIA vs. CLE,W,240,126,45,79,57,12,25,48,24,33,72.7,14,31,45,31,5,5,12,15,16
TOR,03/08/2019,TOR @ NOP,W,240,127,53,99,53.5,13,37,35.1,8,9,88.9,7,44,51,31,10,12,16,14,23
DEN,03/08/2019,DEN @ GSW,L,241,105,33,87,37.9,12,33,36.4,27,35,77.1,14,32,46,21,9,3,17,22,-17
OKC,03/08/2019,OKC @ LAC,L,241,110,41,102,40.2,11,44,25,17,26,65.4,14,38,52,20,3,7,11,34,-8
PHI,03/08/2019,PHI @ HOU,L,242,91,35,95,36.8,3,26,11.5,18,23,78.3,22,37,59,20,9,4,18,17,-16
PHX,03/09/2019,PHX @ POR,L,239,120,43,103,41.7,9,27,33.3,25,29,86.2,13,30,43,27,7,5,8,23,-7
ATL,03/09/2019,ATL vs. BKN,L,240,112,39,105,37.1,8,41,19.5,26,32,81.3,18,39,57,22,7,2,10,37,-2
MIL,03/09/2019,MIL vs. CHA,W,240,131,44,90,48.9,17,44,38.6,26,30,86.7,14,41,55,27,9,2,12,17,17
SAC,03/09/2019,SAC @ NYK,W,240,102,36,95,37.9,12,36,33.3,18,22,81.8,11,42,53,16,5,3,7,14,8
CHA,03/09/2019,CHA @ MIL,L,240,114,44,93,47.3,15,39,38.5,11,14,78.6,6,29,35,25,4,2,12,24,-17
POR,03/09/2019,POR vs. PHX,W,239,127,43,86,50,13,29,44.8,28,36,77.8,12,40,52,19,5,7,16,27,7
BOS,03/09/2019,BOS @ LAL,W,242,120,48,93,51.6,14,38,36.8,10,14,71.4,6,37,43,32,6,5,13,17,13
BKN,03/09/2019,BKN @ ATL,W,241,114,33,86,38.4,15,44,34.1,33,54,61.1,15,39,54,21,7,3,14,23,2
MIN,03/09/2019,MIN vs. WAS,W,265,135,51,114,44.7,12,36,33.3,21,24,87.5,18,37,55,25,9,3,9,17,5
LAL,03/09/2019,LAL vs. BOS,L,240,107,44,91,48.4,5,27,18.5,14,18,77.8,8,35,43,28,4,4,12,16,-13
WAS,03/09/2019,WAS @ MIN,L,265,130,48,100,48,16,44,36.4,18,24,75,10,40,50,31,8,5,18,23,-5
NYK,03/09/2019,NYK vs. SAC,L,239,94,35,94,37.2,10,35,28.6,14,21,66.7,13,45,58,16,3,5,9,20,-8
MIN,03/10/2019,MIN vs. NYK,W,241,103,42,94,44.7,9,30,30,10,13,76.9,9,31,40,22,13,10,11,16,11
NOP,03/10/2019,NOP @ ATL,L,239,116,45,101,44.6,18,41,43.9,8,8,100,5,37,42,29,6,9,8,17,-12
MIL,03/10/2019,MIL @ SAS,L,240,114,41,87,47.1,14,36,38.9,18,25,72,6,39,45,22,3,2,10,17,-7
MIA,03/10/2019,MIA vs. TOR,L,239,104,42,92,45.7,8,27,29.6,12,21,57.1,9,27,36,27,13,0,13,22,-21
ORL,03/10/2019,ORL @ MEM,L,241,97,31,87,35.6,12,38,31.6,23,27,85.2,15,38,53,23,6,4,13,23,-8
NYK,03/10/2019,NYK @ MIN,L,241,92,37,86,43,10,25,40,8,14,57.1,10,33,43,20,5,8,17,14,-11
IND,03/10/2019,IND @ PHI,L,239,89,31,83,37.3,5,16,31.3,22,37,59.5,12,32,44,18,8,4,14,27,-17
PHI,03/10/2019,PHI vs. IND,W,239,106,38,87,43.7,7,23,30.4,23,30,76.7,13,39,52,24,10,3,13,26,17
ATL,03/10/2019,ATL vs. NOP,W,239,128,48,98,49,17,37,45.9,15,18,83.3,10,46,56,30,4,5,9,12,12
MEM,03/10/2019,MEM vs. ORL,W,241,105,34,82,41.5,9,31,29,28,31,90.3,6,39,45,23,6,6,10,22,8
CHI,03/10/2019,CHI @ DET,L,241,108,41,82,50,9,18,50,17,26,65.4,6,31,37,18,4,5,10,18,-23
DET,03/10/2019,DET vs. CHI,W,240,131,49,91,53.8,19,35,54.3,14,22,63.6,10,34,44,34,5,1,7,24,23
TOR,03/10/2019,TOR @ MIA,W,239,125,42,74,56.8,21,40,52.5,20,26,76.9,6,38,44,32,8,8,19,23,21
DAL,03/10/2019,DAL vs. HOU,L,239,93,31,75,41.3,9,32,28.1,22,27,81.5,10,41,51,24,6,9,16,20,-1
SAS,03/10/2019,SAS vs. MIL,W,241,121,49,100,49,12,29,41.4,11,15,73.3,8,38,46,24,6,3,4,18,7
GSW,03/10/2019,GSW vs. PHX,L,240,111,42,95,44.2,10,43,23.3,17,22,77.3,15,34,49,34,10,6,17,24,-4
PHX,03/10/2019,PHX @ GSW,W,240,115,42,86,48.8,10,25,40,21,27,77.8,9,39,48,26,10,4,14,18,4
HOU,03/10/2019,HOU @ DAL,W,240,94,32,88,36.4,16,52,30.8,14,22,63.6,13,28,41,18,6,4,12,20,1
HOU,03/11/2019,HOU vs. CHA,W,238,118,38,91,41.8,17,43,39.5,25,27,92.6,12,43,55,25,7,4,14,17,12
LAC,03/11/2019,LAC vs. BOS,W,239,140,53,86,61.6,13,28,46.4,21,25,84,10,37,47,29,4,1,19,26,25
UTA,03/11/2019,UTA vs. OKC,L,241,89,32,88,36.4,13,43,30.2,12,17,70.6,11,37,48,22,12,6,13,25,-9
WAS,03/11/2019,WAS vs. SAC,W,240,121,40,86,46.5,14,37,37.8,27,33,81.8,7,40,47,29,12,1,17,25,6
CHA,03/11/2019,CHA @ HOU,L,240,106,38,89,42.7,16,41,39,14,15,93.3,7,32,39,23,4,4,11,20,-12
SAC,03/11/2019,SAC @ WAS,L,240,115,41,91,45.1,9,27,33.3,24,32,75,9,38,47,28,8,3,16,25,-6
OKC,03/11/2019,OKC @ UTA,W,240,98,36,79,45.6,7,22,31.8,19,27,70.4,6,42,48,18,8,5,16,21,9
BKN,03/11/2019,BKN vs. DET,W,240,103,39,79,49.4,11,31,35.5,14,22,63.6,5,48,53,21,9,4,17,18,28
TOR,03/11/2019,TOR @ CLE,L,242,101,40,84,47.6,11,39,28.2,10,17,58.8,6,37,43,20,8,3,20,24,-25
DET,03/11/2019,DET @ BKN,L,238,75,27,97,27.8,8,34,23.5,13,16,81.3,17,32,49,16,7,3,12,22,-28
CLE,03/11/2019,CLE vs. TOR,W,241,126,44,94,46.8,18,41,43.9,20,21,95.2,11,40,51,27,8,1,12,19,25
BOS,03/11/2019,BOS @ LAC,L,241,115,44,91,48.4,14,36,38.9,13,19,68.4,7,22,29,26,11,4,13,24,-25
DAL,03/12/2019,DAL vs. SAS,L,241,105,38,82,46.3,14,39,35.9,15,26,57.7,9,29,38,22,1,2,14,16,-7
DEN,03/12/2019,DEN vs. MIN,W,241,133,51,85,60,18,30,60,13,15,86.7,7,29,36,40,6,6,14,16,26
NOP,03/12/2019,NOP vs. MIL,L,239,113,46,107,43,10,47,21.3,11,16,68.8,13,37,50,27,3,4,15,23,-17
CHI,03/12/2019,CHI vs. LAL,L,241,107,42,91,46.2,11,27,40.7,12,12,100,11,33,44,23,6,0,16,22,-16
CLE,03/12/2019,CLE @ PHI,L,239,99,40,101,39.6,13,38,34.2,6,8,75,9,28,37,14,8,2,7,17,-7
LAC,03/12/2019,LAC vs. POR,L,239,104,38,95,40,9,15,60,19,27,70.4,25,26,51,21,7,3,11,21,-21
PHI,03/12/2019,PHI vs. CLE,W,240,106,42,85,49.4,8,23,34.8,14,17,82.4,12,48,60,25,4,7,21,18,7
MIN,03/12/2019,MIN @ DEN,L,240,107,41,89,46.1,11,30,36.7,14,14,100,12,23,35,24,10,6,14,20,-26
IND,03/12/2019,IND vs. NYK,W,239,103,37,85,43.5,8,28,28.6,21,29,72.4,8,34,42,26,11,3,10,22,5
LAL,03/12/2019,LAL @ CHI,W,239,123,47,86,54.7,13,33,39.4,16,20,80,5,36,41,23,11,5,13,14,16
SAS,03/12/2019,SAS @ DAL,W,240,112,43,82,52.4,8,22,36.4,18,18,100,7,31,38,26,11,3,12,25,7
MIL,03/12/2019,MIL @ NOP,W,240,130,48,97,49.5,10,36,27.8,24,28,85.7,5,47,52,27,5,4,13,20,17
POR,03/12/2019,POR @ LAC,W,240,125,47,96,49,12,31,38.7,19,26,73.1,18,32,50,27,8,3,12,20,21
NYK,03/12/2019,NYK @ IND,L,239,98,35,80,43.8,13,28,46.4,15,18,83.3,8,40,48,22,4,5,19,23,-5
HOU,03/13/2019,HOU vs. GSW,L,238,104,37,78,47.4,11,41,26.8,19,23,82.6,5,26,31,18,7,3,10,16,-2
ORL,03/13/2019,ORL @ WAS,L,239,90,35,90,38.9,12,33,36.4,8,9,88.9,12,36,48,26,3,3,10,15,-10
DET,03/13/2019,DET @ MIA,L,242,74,27,77,35.1,8,37,21.6,12,18,66.7,10,27,37,20,7,7,17,23,-34
MEM,03/13/2019,MEM @ ATL,L,241,111,38,89,42.7,14,40,35,21,26,80.8,9,26,35,28,8,6,14,17,-21
MIA,03/13/2019,MIA vs. DET,W,241,108,39,84,46.4,11,28,39.3,19,24,79.2,13,38,51,22,10,5,11,18,34
WAS,03/13/2019,WAS vs. ORL,W,240,100,42,90,46.7,8,27,29.6,8,12,66.7,10,36,46,20,5,2,8,13,10
UTA,03/13/2019,UTA @ PHX,W,239,114,42,90,46.7,12,33,36.4,18,25,72,12,40,52,30,8,4,12,22,17
GSW,03/13/2019,GSW @ HOU,W,240,106,42,85,49.4,12,32,37.5,10,10,100,12,32,44,28,7,2,14,20,2
OKC,03/13/2019,OKC vs. BKN,W,240,108,41,96,42.7,11,28,39.3,15,19,78.9,16,35,51,21,9,6,11,20,12
ATL,03/13/2019,ATL vs. MEM,W,239,132,52,103,50.5,17,45,37.8,11,14,78.6,15,36,51,35,9,9,11,26,21
BKN,03/13/2019,BKN @ OKC,L,240,96,35,84,41.7,13,35,37.1,13,19,68.4,7,36,43,19,7,5,16,18,-12
PHX,03/13/2019,PHX vs. UTA,L,239,97,36,82,43.9,7,19,36.8,18,23,78.3,5,30,35,21,8,3,12,20,-17
DEN,03/14/2019,DEN vs. DAL,W,240,100,39,81,48.1,8,29,27.6,14,17,82.4,8,36,44,27,6,7,11,16,1
IND,03/14/2019,IND vs. OKC,W,241,108,37,82,45.1,7,22,31.8,27,32,84.4,6,33,39,24,11,3,16,17,2
TOR,03/14/2019,TOR vs. LAL,W,238,111,36,91,39.6,16,41,39,23,29,79.3,13,39,52,21,15,6,17,20,13
MIN,03/14/2019,MIN @ UTA,L,241,100,42,91,46.2,5,24,20.8,11,15,73.3,8,30,38,27,6,2,11,23,-20
CLE,03/14/2019,CLE @ ORL,L,240,91,35,86,40.7,7,31,22.6,14,15,93.3,8,35,43,13,4,4,15,18,-29
ORL,03/14/2019,ORL vs. CLE,W,240,120,45,93,48.4,14,31,45.2,16,21,76.2,12,38,50,31,11,3,9,14,29
OKC,03/14/2019,OKC @ IND,L,240,106,38,86,44.2,14,30,46.7,16,20,80,8,36,44,24,11,5,17,28,-2
SAC,03/14/2019,SAC @ BOS,L,240,120,48,95,50.5,11,34,32.4,13,23,56.5,8,39,47,31,9,2,10,24,-6
BOS,03/14/2019,BOS vs. SAC,W,240,126,49,97,50.5,9,28,32.1,19,26,73.1,10,42,52,32,7,2,13,20,6
UTA,03/14/2019,UTA vs. MIN,W,238,120,44,89,49.4,13,38,34.2,19,27,70.4,13,36,49,30,7,8,11,20,20
DAL,03/14/2019,DAL @ DEN,L,239,99,37,87,42.5,12,37,32.4,13,17,76.5,9,31,40,22,8,1,8,17,-1
LAL,03/14/2019,LAL @ TOR,L,241,98,38,85,44.7,7,31,22.6,15,24,62.5,6,40,46,24,11,3,20,21,-13
PHI,03/15/2019,PHI vs. SAC,W,240,123,46,91,50.5,7,24,29.2,24,27,88.9,10,39,49,28,7,6,10,18,9
NYK,03/15/2019,NYK @ SAS,L,241,83,35,86,40.7,8,20,40,5,9,55.6,9,32,41,21,6,4,16,13,-26
MIA,03/15/2019,MIA vs. MIL,L,241,98,38,93,40.9,8,22,36.4,14,25,56,10,35,45,21,7,5,12,18,-15
SAC,03/15/2019,SAC @ PHI,L,240,114,43,94,45.7,9,27,33.3,19,24,79.2,10,30,40,23,4,2,8,22,-9
WAS,03/15/2019,WAS vs. CHA,L,239,110,41,84,48.8,13,34,38.2,15,19,78.9,8,37,45,25,8,5,17,14,-6
CHI,03/15/2019,CHI @ LAC,L,242,121,42,80,52.5,11,21,52.4,26,33,78.8,8,36,44,24,3,6,16,26,-7
LAL,03/15/2019,LAL @ DET,L,239,97,36,86,41.9,6,25,24,19,26,73.1,11,36,47,24,9,4,14,26,-14
DET,03/15/2019,DET vs. LAL,W,240,111,37,86,43,17,39,43.6,20,32,62.5,16,34,50,26,5,4,14,19,14
NOP,03/15/2019,NOP vs. POR,L,239,110,45,94,47.9,8,30,26.7,12,25,48,14,31,45,31,7,6,11,23,-12
PHX,03/15/2019,PHX @ HOU,L,239,102,38,89,42.7,7,26,26.9,19,25,76,15,34,49,22,9,4,21,21,-6
HOU,03/15/2019,HOU vs. PHX,W,240,108,36,83,43.4,11,40,27.5,25,33,75.8,7,35,42,18,13,6,13,20,6
MIL,03/15/2019,MIL @ MIA,W,240,113,42,88,47.7,12,33,36.4,17,24,70.8,8,44,52,29,8,9,15,21,15
POR,03/15/2019,POR @ NOP,W,239,122,43,96,44.8,10,27,37,26,32,81.3,17,37,54,26,7,8,15,18,12
SAS,03/15/2019,SAS vs. NYK,W,242,109,47,88,53.4,7,21,33.3,8,10,80,6,39,45,31,8,6,9,13,26
CHA,03/15/2019,CHA @ WAS,W,241,116,46,101,45.5,14,31,45.2,10,12,83.3,15,31,46,18,11,7,12,17,6
LAC,03/15/2019,LAC vs. CHI,W,241,128,44,99,44.4,10,20,50,30,35,85.7,15,28,43,28,9,5,7,30,7
DAL,03/16/2019,DAL vs. CLE,W,240,121,46,89,51.7,16,34,47.1,13,16,81.3,9,31,40,32,3,5,5,22,5
POR,03/16/2019,POR @ SAS,L,240,103,42,101,41.6,7,28,25,12,14,85.7,14,37,51,23,4,2,8,22,-5
DEN,03/16/2019,DEN vs. IND,W,240,102,39,82,47.6,11,38,28.9,13,20,65,9,30,39,27,6,5,10,22,2
ATL,03/16/2019,ATL @ BOS,L,239,120,43,100,43,15,40,37.5,19,24,79.2,19,31,50,27,11,5,17,25,-9
WAS,03/16/2019,WAS vs. MEM,W,241,135,41,81,50.6,17,35,48.6,36,43,83.7,9,36,45,26,6,7,11,21,7
MEM,03/16/2019,MEM @ WAS,L,241,128,48,90,53.3,12,33,36.4,20,26,76.9,7,33,40,35,5,3,8,27,-7
BKN,03/16/2019,BKN @ UTA,L,241,98,33,95,34.7,12,36,33.3,20,22,90.9,8,36,44,20,9,5,7,24,-16
IND,03/16/2019,IND @ DEN,L,239,100,34,75,45.3,6,24,25,26,37,70.3,8,33,41,20,6,2,9,19,-2
NOP,03/16/2019,NOP vs. PHX,L,265,136,47,102,46.1,15,30,50,27,41,65.9,18,39,57,34,11,4,22,30,-2
BOS,03/16/2019,BOS vs. ATL,W,240,129,44,93,47.3,13,36,36.1,28,37,75.7,11,35,46,30,10,7,14,21,9
PHX,03/16/2019,PHX @ NOP,W,265,138,51,100,51,9,29,31,27,36,75,11,37,48,31,10,7,22,33,2
OKC,03/16/2019,OKC vs. GSW,L,239,88,31,96,32.3,13,41,31.7,13,23,56.5,17,35,52,18,4,5,16,18,-22
GSW,03/16/2019,GSW @ OKC,W,238,110,39,83,47,15,35,42.9,17,22,77.3,8,45,53,25,10,6,16,22,22
UTA,03/16/2019,UTA vs. BKN,W,241,114,39,91,42.9,13,36,36.1,23,31,74.2,15,50,65,24,3,7,15,21,16
CLE,03/16/2019,CLE @ DAL,L,239,116,40,86,46.5,15,38,39.5,21,22,95.5,6,27,33,20,1,0,6,20,-5
SAS,03/16/2019,SAS vs. POR,W,242,108,37,79,46.8,8,17,47.1,26,30,86.7,4,40,44,17,4,10,10,14,5
DET,03/17/2019,DET vs. TOR,W,240,110,39,83,47,8,27,29.6,24,27,88.9,11,33,44,23,8,3,10,18,3
PHI,03/17/2019,PHI @ MIL,W,241,130,47,100,47,15,32,46.9,21,30,70,15,39,54,26,8,2,13,23,5
MIL,03/17/2019,MIL vs. PHI,L,240,125,43,95,45.3,16,50,32,23,28,82.1,10,35,45,25,9,6,10,22,-5
CHI,03/17/2019,CHI @ SAC,L,240,102,39,88,44.3,10,26,38.5,14,21,66.7,10,29,39,20,6,6,19,16,-27
LAL,03/17/2019,LAL @ NYK,L,240,123,47,97,48.5,7,27,25.9,22,28,78.6,15,20,35,26,12,5,10,21,-1
SAC,03/17/2019,SAC vs. CHI,W,241,129,54,103,52.4,8,23,34.8,13,16,81.3,15,33,48,28,12,7,10,21,27
MIN,03/17/2019,MIN @ HOU,L,240,102,38,92,41.3,10,32,31.3,16,23,69.6,15,37,52,22,5,4,14,13,-15
BKN,03/17/2019,BKN @ LAC,L,241,116,42,100,42,14,38,36.8,18,25,72,15,36,51,26,6,7,14,28,-3
ORL,03/17/2019,ORL vs. ATL,W,239,101,33,85,38.8,9,37,24.3,26,33,78.8,10,45,55,21,12,3,14,15,10
MIA,03/17/2019,MIA vs. CHA,W,239,93,34,86,39.5,13,33,39.4,12,19,63.2,15,40,55,25,6,7,11,21,18
CHA,03/17/2019,CHA @ MIA,L,240,75,26,83,31.3,7,36,19.4,16,18,88.9,11,33,44,11,6,5,12,19,-18
HOU,03/17/2019,HOU vs. MIN,W,241,117,43,94,45.7,21,50,42,10,14,71.4,10,34,44,29,9,3,9,25,15
TOR,03/17/2019,TOR @ DET,L,240,107,39,82,47.6,18,36,50,11,14,78.6,7,31,38,25,2,2,12,22,-3
ATL,03/17/2019,ATL @ ORL,L,239,91,38,91,41.8,8,35,22.9,7,10,70,8,42,50,20,8,3,18,29,-10
NYK,03/17/2019,NYK vs. LAL,W,240,124,44,76,57.9,12,26,46.2,24,29,82.8,10,35,45,24,4,5,23,26,1
LAC,03/17/2019,LAC vs. BKN,W,242,119,42,97,43.3,12,31,38.7,23,28,82.1,16,38,54,26,8,6,13,25,3
WAS,03/18/2019,WAS vs. UTA,L,240,95,34,81,42,8,27,29.6,19,22,86.4,5,29,34,20,9,2,16,16,-21
CLE,03/18/2019,CLE vs. DET,W,239,126,46,79,58.2,11,22,50,23,27,85.2,5,31,36,22,6,3,8,16,7
IND,03/18/2019,IND @ POR,L,240,98,35,83,42.2,10,24,41.7,18,22,81.8,12,27,39,25,12,3,13,21,-8
BOS,03/18/2019,BOS vs. DEN,L,239,105,39,93,41.9,12,39,30.8,15,19,78.9,12,25,37,24,12,5,12,16,-9
POR,03/18/2019,POR vs. IND,W,239,106,37,79,46.8,13,32,40.6,19,21,90.5,8,30,38,24,8,9,17,23,8
SAS,03/18/2019,SAS vs. GSW,W,239,111,41,88,46.6,10,26,38.5,19,22,86.4,10,36,46,20,7,5,10,12,6
