TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
OKC,01/25/2021,OKC @ POR,W,240,125,3
POR,01/25/2021,POR vs. OKC,L,241,122,-3
DAL,01/25/2021,DAL vs. DEN,L,241,113,-4
DEN,01/25/2021,DEN @ DAL,W,240,117,4
DET,01/25/2021,DET vs. PHI,W,241,119,15
PHI,01/25/2021,PHI @ DET,L,240,104,-15
NYK,01/26/2021,NYK @ UTA,L,239,94,-14
ATL,01/26/2021,ATL vs. LAC,W,239,108,9
LAC,01/26/2021,LAC @ ATL,L,239,99,-9
UTA,01/26/2021,UTA vs. NYK,W,240,108,14
WAS,01/26/2021,WAS @ HOU,L,239,88,-19
HOU,01/26/2021,HOU vs. WAS,W,240,107,19
SAS,01/27/2021,SAS vs. BOS,W,238,110,4
TOR,01/27/2021,TOR vs. MIL,L,239,108,-7
MIL,01/27/2021,MIL @ TOR,W,241,115,7
MIN,01/27/2021,MIN @ GSW,L,239,111,-12
GSW,01/27/2021,GSW vs. MIN,W,240,123,12
PHI,01/27/2021,PHI vs. LAL,W,241,107,1
LAL,01/27/2021,LAL @ PHI,L,241,106,-1
OKC,01/27/2021,OKC @ PHX,W,241,102,5
PHX,01/27/2021,PHX vs. OKC,L,241,97,-5
MIA,01/27/2021,MIA vs. DEN,L,240,82,-27
DEN,01/27/2021,DEN @ MIA,W,239,109,27
NOP,01/27/2021,NOP vs. WAS,W,241,124,18
WAS,01/27/2021,WAS @ NOP,L,239,106,-18
DET,01/27/2021,DET @ CLE,L,241,107,-15
CLE,01/27/2021,CLE vs. DET,W,240,122,15
ATL,01/27/2021,ATL vs. BKN,L,265,128,-4
BKN,01/27/2021,BKN @ ATL,W,265,132,4
CHA,01/27/2021,CHA vs. IND,L,241,106,-10
IND,01/27/2021,IND @ CHA,W,240,116,10
DAL,01/27/2021,DAL @ UTA,L,241,104,-12
UTA,01/27/2021,UTA vs. DAL,W,242,116,12
SAC,01/27/2021,SAC @ ORL,W,243,121,14
ORL,01/27/2021,ORL vs. SAC,L,239,107,-14
BOS,01/27/2021,BOS @ SAS,L,239,106,-4
GSW,01/28/2021,GSW @ PHX,L,241,93,-21
LAL,01/28/2021,LAL @ DET,L,241,92,-15
DET,01/28/2021,DET vs. LAL,W,240,107,15
PHX,01/28/2021,PHX vs. GSW,W,239,114,21
MIA,01/28/2021,MIA vs. LAC,L,241,105,-4
LAC,01/28/2021,LAC @ MIA,W,239,109,4
POR,01/28/2021,POR @ HOU,L,241,101,-3
HOU,01/28/2021,HOU vs. POR,W,240,104,3
IND,01/29/2021,IND @ CHA,L,240,105,-3
CHA,01/29/2021,CHA vs. IND,W,241,108,3
OKC,01/29/2021,OKC vs. BKN,L,241,125,-22
BKN,01/29/2021,BKN @ OKC,W,239,147,22
SAC,01/29/2021,SAC @ TOR,W,239,126,2
TOR,01/29/2021,TOR vs. SAC,L,239,124,-2
DAL,01/29/2021,DAL @ UTA,L,241,101,-19
UTA,01/29/2021,UTA vs. DAL,W,242,120,19
CLE,01/29/2021,CLE @ NYK,L,240,81,-18
NYK,01/29/2021,NYK vs. CLE,W,240,102,18
MIL,01/29/2021,MIL @ NOP,L,239,126,-5
NOP,01/29/2021,NOP vs. MIL,W,239,131,5
PHI,01/29/2021,PHI @ MIN,W,240,118,24
MIN,01/29/2021,MIN vs. PHI,L,239,94,-24
WAS,01/29/2021,WAS vs. ATL,L,240,100,-16
ATL,01/29/2021,ATL @ WAS,W,240,116,16
ORL,01/29/2021,ORL vs. LAC,L,240,90,-26
LAC,01/29/2021,LAC @ ORL,W,242,116,26
SAS,01/29/2021,SAS vs. DEN,W,241,119,10
DEN,01/29/2021,DEN @ SAS,L,242,109,-10
DET,01/30/2021,DET @ GSW,L,238,91,-27
GSW,01/30/2021,GSW vs. DET,W,240,118,27
MIA,01/30/2021,MIA vs. SAC,W,240,105,1
SAC,01/30/2021,SAC @ MIA,L,242,104,-1
MEM,01/30/2021,MEM @ SAS,W,241,129,17
SAS,01/30/2021,SAS vs. MEM,L,242,112,-17
BOS,01/30/2021,BOS vs. LAL,L,239,95,-1
LAL,01/30/2021,LAL @ BOS,W,240,96,1
HOU,01/30/2021,HOU @ NOP,W,241,126,14
NOP,01/30/2021,NOP vs. HOU,L,242,112,-14
DAL,01/30/2021,DAL vs. PHX,L,240,105,-6
PHX,01/30/2021,PHX @ DAL,W,241,111,6
POR,01/30/2021,POR @ CHI,W,239,123,1
CHI,01/30/2021,CHI vs. POR,L,240,122,-1
MIL,01/30/2021,MIL @ CHA,L,240,114,-12
CHA,01/30/2021,CHA vs. MIL,W,240,126,12
LAC,01/31/2021,LAC @ NYK,W,242,129,14
NYK,01/31/2021,NYK vs. LAC,L,240,115,-14
DEN,01/31/2021,DEN vs. UTA,W,241,128,11
UTA,01/31/2021,UTA @ DEN,L,238,117,-11
ORL,01/31/2021,ORL @ TOR,L,239,102,-13
TOR,01/31/2021,TOR vs. ORL,W,240,115,13
PHI,01/31/2021,PHI @ IND,W,240,119,9
IND,01/31/2021,IND vs. PHI,L,240,110,-9
MIN,01/31/2021,MIN vs. CLE,W,239,109,5
CLE,01/31/2021,CLE @ MIN,L,239,104,-5
BKN,01/31/2021,BKN @ WAS,L,239,146,-3
WAS,01/31/2021,WAS vs. BKN,W,241,149,3
CHI,02/01/2021,CHI vs. NYK,W,240,110,8
NYK,02/01/2021,NYK @ CHI,L,240,102,-8
MIL,02/01/2021,MIL vs. POR,W,241,134,28
POR,02/01/2021,POR @ MIL,L,239,106,-28
MEM,02/01/2021,MEM @ SAS,W,241,133,31
SAS,02/01/2021,SAS vs. MEM,L,239,102,-31
PHX,02/01/2021,PHX @ DAL,W,239,109,1
DAL,02/01/2021,DAL vs. PHX,L,239,108,-1
CLE,02/01/2021,CLE vs. MIN,W,240,100,2
MIN,02/01/2021,MIN @ CLE,L,239,98,-2
ATL,02/01/2021,ATL vs. LAL,L,240,99,-8
LAL,02/01/2021,LAL @ ATL,W,240,107,8
CHA,02/01/2021,CHA @ MIA,W,264,129,8
MIA,02/01/2021,MIA vs. CHA,L,265,121,-8
NOP,02/01/2021,NOP vs. SAC,L,241,109,-9
SAC,02/01/2021,SAC @ NOP,W,239,118,9
HOU,02/01/2021,HOU @ OKC,W,241,136,30
OKC,02/01/2021,OKC vs. HOU,L,240,106,-30
ORL,02/02/2021,ORL vs. TOR,L,239,108,-15
TOR,02/02/2021,TOR @ ORL,W,240,123,15
MEM,02/02/2021,MEM @ IND,L,240,116,-18
IND,02/02/2021,IND vs. MEM,W,241,134,18
WAS,02/02/2021,WAS vs. POR,L,239,121,-11
POR,02/02/2021,POR @ WAS,W,241,132,11
LAC,02/02/2021,LAC @ BKN,L,240,120,-4
BKN,02/02/2021,BKN vs. LAC,W,240,124,4
UTA,02/02/2021,UTA vs. DET,W,240,117,12.2
DET,02/02/2021,DET @ UTA,L,239,105,-12
BOS,02/02/2021,BOS @ GSW,W,239,111,4
GSW,02/02/2021,GSW vs. BOS,L,240,107,-4.6
IND,02/03/2021,IND @ MIL,L,242,110,-20
MIL,02/03/2021,MIL vs. IND,W,239,130,20
ATL,02/03/2021,ATL vs. DAL,L,241,116,-6
DAL,02/03/2021,DAL @ ATL,W,240,122,6
MIN,02/03/2021,MIN @ SAS,L,240,108,-3
SAS,02/03/2021,SAS vs. MIN,W,239,111,3
CHI,02/03/2021,CHI vs. NYK,L,241,103,-4
NYK,02/03/2021,NYK @ CHI,W,240,107,4
BOS,02/03/2021,BOS @ SAC,L,240,111,-5
SAC,02/03/2021,SAC vs. BOS,W,239,116,5
NOP,02/03/2021,NOP vs. PHX,W,241,123,22
PHX,02/03/2021,PHX @ NOP,L,239,101,-22
CLE,02/03/2021,CLE vs. LAC,L,240,99,-22
LAC,02/03/2021,LAC @ CLE,W,241,121,22
WAS,02/03/2021,WAS @ MIA,W,239,103,3
MIA,02/03/2021,MIA vs. WAS,L,239,100,-3
HOU,02/03/2021,HOU @ OKC,L,240,87,-17
OKC,02/03/2021,OKC vs. HOU,W,240,104,17
CHA,02/03/2021,CHA vs. PHI,L,241,111,-7
PHI,02/03/2021,PHI @ CHA,W,241,118,7
ATL,02/04/2021,ATL vs. UTA,L,242,91,-17.8
UTA,02/04/2021,UTA @ ATL,W,239,112,18.6
PHI,02/04/2021,PHI vs. POR,L,241,105,-14.4
POR,02/04/2021,POR @ PHI,W,240,121,11.6
MEM,02/04/2021,MEM vs. HOU,L,239,103,-9.2
HOU,02/04/2021,HOU @ MEM,W,241,115,12.6
DAL,02/04/2021,DAL vs. GSW,L,242,116,-31
GSW,02/04/2021,GSW @ DAL,W,240,147,31
DEN,02/04/2021,DEN @ LAL,L,241,93,-21
LAL,02/04/2021,LAL vs. DEN,W,240,114,21
UTA,02/05/2021,UTA @ CHA,W,239,138,17
CHA,02/05/2021,CHA vs. UTA,L,240,121,-17
ORL,02/05/2021,ORL vs. CHI,W,240,123,4
CHI,02/05/2021,CHI @ ORL,L,239,119,-4
BKN,02/05/2021,BKN vs. TOR,L,240,117,-6
TOR,02/05/2021,TOR @ BKN,W,241,123,6
MIL,02/05/2021,MIL @ CLE,W,239,123,18
CLE,02/05/2021,CLE vs. MIL,L,242,105,-18
NOP,02/05/2021,NOP @ IND,W,240,114,1
IND,02/05/2021,IND vs. NOP,L,239,113,-1
DET,02/05/2021,DET @ PHX,L,241,92,-17
PHX,02/05/2021,PHX vs. DET,W,242,109,17
MIA,02/05/2021,MIA vs. WAS,W,240,122,27
WAS,02/05/2021,WAS @ MIA,L,240,95,-27
LAC,02/05/2021,LAC vs. BOS,L,240,115,-4
BOS,02/05/2021,BOS @ LAC,W,240,119,4
OKC,02/05/2021,OKC vs. MIN,L,240,103,-3
MIN,02/05/2021,MIN @ OKC,W,240,106,3
ATL,02/06/2021,ATL vs. TOR,W,241,132,11
TOR,02/06/2021,TOR @ ATL,L,241,121,-11
SAS,02/06/2021,SAS @ HOU,W,239,111,5
HOU,02/06/2021,HOU vs. SAS,L,239,106,-5
POR,02/06/2021,POR @ NYK,L,240,99,-11
NYK,02/06/2021,NYK vs. POR,W,240,110,11
DAL,02/06/2021,DAL vs. GSW,W,239,134,2
GSW,02/06/2021,GSW @ DAL,L,241,132,-2
NOP,02/06/2021,NOP vs. MEM,W,239,118,9
MEM,02/06/2021,MEM @ NOP,L,239,109,-9
MIL,02/06/2021,MIL @ CLE,W,240,124,25
CLE,02/06/2021,CLE vs. MIL,L,239,99,-25
PHI,02/06/2021,PHI vs. BKN,W,240,124,16
BKN,02/06/2021,BKN @ PHI,L,240,108,-16
DEN,02/06/2021,DEN @ SAC,L,239,114,-5
SAC,02/06/2021,SAC vs. DEN,W,240,119,5
LAL,02/06/2021,LAL vs. DET,W,290,135,6
DET,02/06/2021,DET @ LAL,L,291,129,-6
CHI,02/06/2021,CHI @ ORL,W,239,118,26
ORL,02/06/2021,ORL vs. CHI,L,239,92,-26
MIN,02/06/2021,MIN @ OKC,L,239,118,-2
OKC,02/06/2021,OKC vs. MIN,W,239,120,2
MIA,02/07/2021,MIA @ NYK,W,239,109,6
NYK,02/07/2021,NYK vs. MIA,L,240,103,-6
SAC,02/07/2021,SAC @ LAC,W,239,113,3
LAC,02/07/2021,LAC vs. SAC,L,239,110,-3
CHA,02/07/2021,CHA vs. WAS,W,240,119,22
WAS,02/07/2021,WAS @ CHA,L,239,97,-22
IND,02/07/2021,IND vs. UTA,L,241,95,-8
UTA,02/07/2021,UTA @ IND,W,240,103,8
BOS,02/07/2021,BOS @ PHX,L,241,91,-9
PHX,02/07/2021,PHX vs. BOS,W,240,100,9
MIN,02/08/2021,MIN @ DAL,L,241,122,-5
DAL,02/08/2021,DAL vs. MIN,W,240,127,5
LAL,02/08/2021,LAL vs. OKC,W,266,119,7
OKC,02/08/2021,OKC @ LAL,L,266,112,-7
DEN,02/08/2021,DEN vs. MIL,L,242,112,-13
MIL,02/08/2021,MIL @ DEN,W,241,125,13
CHA,02/08/2021,CHA vs. HOU,W,239,119,25
HOU,02/08/2021,HOU @ CHA,L,239,94,-25
GSW,02/08/2021,GSW @ SAS,L,241,100,-5
SAS,02/08/2021,SAS vs. GSW,W,241,105,5
WAS,02/08/2021,WAS @ CHI,W,239,105,4
CHI,02/08/2021,CHI vs. WAS,L,240,101,-4
CLE,02/08/2021,CLE @ PHX,L,239,113,-6
PHX,02/08/2021,PHX vs. CLE,W,242,119,6
TOR,02/08/2021,TOR @ MEM,W,241,128,15
MEM,02/08/2021,MEM vs. TOR,L,240,113,-15
HOU,02/09/2021,HOU @ NOP,L,240,101,-29
NOP,02/09/2021,NOP vs. HOU,W,242,130,29
POR,02/09/2021,POR vs. ORL,W,240,106,9
ORL,02/09/2021,ORL @ POR,L,240,97,-9
DET,02/09/2021,DET vs. BKN,W,241,122,11
BKN,02/09/2021,BKN @ DET,L,242,111,-11
BOS,02/09/2021,BOS @ UTA,L,241,108,-14
UTA,02/09/2021,UTA vs. BOS,W,241,122,14
MIA,02/09/2021,MIA vs. NYK,W,239,98,2
NYK,02/09/2021,NYK @ MIA,L,240,96,-2
SAS,02/09/2021,SAS vs. GSW,L,240,91,-23
GSW,02/09/2021,GSW @ SAS,W,240,114,23
SAC,02/09/2021,SAC vs. PHI,L,240,111,-8
PHI,02/09/2021,PHI @ SAC,W,240,119,8
PHX,02/10/2021,PHX vs. MIL,W,240,125,1
MIL,02/10/2021,MIL @ PHX,L,240,124,-1
MIN,02/10/2021,MIN vs. LAC,L,241,112,-7
LAC,02/10/2021,LAC @ MIN,W,240,119,7
BKN,02/10/2021,BKN vs. IND,W,240,104,10
IND,02/10/2021,IND @ BKN,L,241,94,-10
DAL,02/10/2021,DAL vs. ATL,W,239,118,1
ATL,02/10/2021,ATL @ DAL,L,241,117,-1
CLE,02/10/2021,CLE @ DEN,L,240,95,-38
DEN,02/10/2021,DEN vs. CLE,W,242,133,38
OKC,02/10/2021,OKC @ LAL,L,266,113,-1
LAL,02/10/2021,LAL vs. OKC,W,266,114,1
CHI,02/10/2021,CHI vs. NOP,W,241,129,13
NOP,02/10/2021,NOP @ CHI,L,240,116,-13
TOR,02/10/2021,TOR @ WAS,W,240,137,22
WAS,02/10/2021,WAS vs. TOR,L,237,115,-22
CHA,02/10/2021,CHA @ MEM,L,240,114,-16
MEM,02/10/2021,MEM vs. CHA,W,241,130,16
GSW,02/11/2021,GSW vs. ORL,W,239,111,6
ORL,02/11/2021,ORL @ GSW,L,241,105,-6
DET,02/11/2021,DET vs. IND,L,241,95,-16
IND,02/11/2021,IND @ DET,W,241,111,16
HOU,02/11/2021,HOU vs. MIA,L,240,94,-7
MIA,02/11/2021,MIA @ HOU,W,240,101,7
TOR,02/11/2021,TOR @ BOS,L,241,106,-14
BOS,02/11/2021,BOS vs. TOR,W,239,120,14
POR,02/11/2021,POR vs. PHI,W,240,118,4
PHI,02/11/2021,PHI @ POR,L,241,114,-4
POR,02/12/2021,POR vs. CLE,W,238,129,19
CLE,02/12/2021,CLE @ POR,L,240,110,-19
CHA,02/12/2021,CHA vs. MIN,W,241,120,6
MIN,02/12/2021,MIN @ CHA,L,240,114,-6
OKC,02/12/2021,OKC @ DEN,L,241,95,-2
DEN,02/12/2021,DEN vs. OKC,W,240,97,2
MIL,02/12/2021,MIL @ UTA,L,242,115,-14
UTA,02/12/2021,UTA vs. MIL,W,240,129,14
ATL,02/12/2021,ATL vs. SAS,L,240,114,-11
SAS,02/12/2021,SAS @ ATL,W,241,125,11
SAC,02/12/2021,SAC vs. ORL,L,241,112,-11
ORL,02/12/2021,ORL @ SAC,W,240,123,11
MEM,02/12/2021,MEM @ LAL,L,240,105,-10
LAL,02/12/2021,LAL vs. MEM,W,240,115,10
CHI,02/12/2021,CHI vs. LAC,L,240,106,-19
LAC,02/12/2021,LAC @ CHI,W,240,125,19
NYK,02/12/2021,NYK @ WAS,W,242,109,18
WAS,02/12/2021,WAS vs. NYK,L,241,91,-18
NOP,02/12/2021,NOP @ DAL,L,240,130,-13
DAL,02/12/2021,DAL vs. NOP,W,240,143,13
DET,02/12/2021,DET @ BOS,W,239,108,6
BOS,02/12/2021,BOS vs. DET,L,240,102,-6
GSW,02/13/2021,GSW vs. BKN,L,240,117,-17
BKN,02/13/2021,BKN @ GSW,W,240,134,17
PHI,02/13/2021,PHI @ PHX,L,242,111,-9
PHX,02/13/2021,PHX vs. PHI,W,240,120,9
UTA,02/13/2021,UTA vs. MIA,W,240,112,18
MIA,02/13/2021,MIA @ UTA,L,241,94,-18
ATL,02/13/2021,ATL vs. IND,L,240,113,-12
IND,02/13/2021,IND @ ATL,W,240,125,12
HOU,02/13/2021,HOU @ NYK,L,242,99,-22
NYK,02/13/2021,NYK vs. HOU,W,241,121,22
MIN,02/14/2021,MIN @ TOR,W,240,116,4
TOR,02/14/2021,TOR vs. MIN,L,241,112,-4
NOP,02/14/2021,NOP @ DET,L,240,112,-11
DET,02/14/2021,DET vs. NOP,W,239,123,11
SAS,02/14/2021,SAS @ CHA,W,240,122,12
CHA,02/14/2021,CHA vs. SAS,L,239,110,-12
SAC,02/14/2021,SAC vs. MEM,L,242,110,-14
MEM,02/14/2021,MEM @ SAC,W,241,124,14
BOS,02/14/2021,BOS @ WAS,L,239,91,-13
WAS,02/14/2021,WAS vs. BOS,W,239,104,13
CLE,02/14/2021,CLE @ LAC,L,240,111,-17
LAC,02/14/2021,LAC vs. CLE,W,240,128,17
POR,02/14/2021,POR @ DAL,W,239,121,3
DAL,02/14/2021,DAL vs. POR,L,239,118,-3
PHX,02/14/2021,PHX vs. ORL,W,240,109,19
ORL,02/14/2021,ORL @ PHX,L,240,90,-19
OKC,02/14/2021,OKC vs. MIL,W,240,114,5
MIL,02/14/2021,MIL @ OKC,L,240,109,-5
DEN,02/14/2021,DEN vs. LAL,W,239,122,17
LAL,02/14/2021,LAL @ DEN,L,240,105,-17
NYK,02/15/2021,NYK vs. ATL,W,240,123,11
ATL,02/15/2021,ATL @ NYK,L,239,112,-11
SAC,02/15/2021,SAC vs. BKN,L,241,125,-11
BKN,02/15/2021,BKN @ SAC,W,241,136,11
UTA,02/15/2021,UTA vs. PHI,W,241,134,11
PHI,02/15/2021,PHI @ UTA,L,241,123,-11
LAC,02/15/2021,LAC vs. MIA,W,239,125,7
MIA,02/15/2021,MIA @ LAC,L,240,118,-7
IND,02/15/2021,IND vs. CHI,L,264,112,-8
CHI,02/15/2021,CHI @ IND,W,266,120,8
CLE,02/15/2021,CLE @ GSW,L,240,98,-31
GSW,02/15/2021,GSW vs. CLE,W,240,129,31
WAS,02/15/2021,WAS vs. HOU,W,240,131,12
HOU,02/15/2021,HOU @ WAS,L,240,119,-12
POR,02/16/2021,POR @ OKC,W,241,115,11
OKC,02/16/2021,OKC vs. POR,L,241,104,-11
BKN,02/16/2021,BKN @ PHX,W,240,128,4
PHX,02/16/2021,PHX vs. BKN,L,240,124,-4
TOR,02/16/2021,TOR @ MIL,W,240,124,11
MIL,02/16/2021,MIL vs. TOR,L,240,113,-11
DEN,02/16/2021,DEN @ BOS,L,240,99,-13
BOS,02/16/2021,BOS vs. DEN,W,241,112,13
MEM,02/16/2021,MEM vs. NOP,L,241,113,-31
NOP,02/16/2021,NOP @ MEM,W,239,144,31
MIN,02/16/2021,MIN vs. LAL,L,240,104,-8
LAL,02/16/2021,LAL @ MIN,W,239,112,8
ATL,02/17/2021,ATL @ BOS,W,240,122,8
BOS,02/17/2021,BOS vs. ATL,L,240,114,-8
UTA,02/17/2021,UTA @ LAC,W,239,114,18
LAC,02/17/2021,LAC vs. UTA,L,240,96,-18
MEM,02/17/2021,MEM vs. OKC,W,240,122,9
OKC,02/17/2021,OKC @ MEM,L,240,113,-9
IND,02/17/2021,IND @ MIN,W,264,134,6
MIN,02/17/2021,MIN vs. IND,L,265,128,-6
PHI,02/17/2021,PHI vs. HOU,W,240,118,5
HOU,02/17/2021,HOU @ PHI,L,241,113,-5
NYK,02/17/2021,NYK @ ORL,L,240,89,-18
ORL,02/17/2021,ORL vs. NYK,W,241,107,18
DET,02/17/2021,DET @ CHI,L,241,102,-3
CHI,02/17/2021,CHI vs. DET,W,240,105,3
NOP,02/17/2021,NOP vs. POR,L,240,124,-2
POR,02/17/2021,POR @ NOP,W,241,126,2
WAS,02/17/2021,WAS vs. DEN,W,241,130,2
DEN,02/17/2021,DEN @ WAS,L,240,128,-2
MIA,02/17/2021,MIA @ GSW,L,266,112,-8
GSW,02/17/2021,GSW vs. MIA,W,265,120,8
LAL,02/18/2021,LAL vs. BKN,L,240,98,-11
BKN,02/18/2021,BKN @ LAL,W,241,109,11
MIL,02/18/2021,MIL vs. TOR,L,239,96,-14
TOR,02/18/2021,TOR @ MIL,W,241,110,14
MIA,02/18/2021,MIA @ SAC,W,240,118,8
SAC,02/18/2021,SAC vs. MIA,L,240,110,-8
DEN,02/19/2021,DEN @ CLE,W,237,120,17
CLE,02/19/2021,CLE vs. DEN,L,241,103,-17
ATL,02/19/2021,ATL @ BOS,L,240,109,-12
BOS,02/19/2021,BOS vs. ATL,W,239,121,12
PHX,02/19/2021,PHX @ NOP,W,240,132,18
NOP,02/19/2021,NOP vs. PHX,L,238,114,-18
UTA,02/19/2021,UTA @ LAC,L,239,112,-4
LAC,02/19/2021,LAC vs. UTA,W,242,116,4
CHI,02/19/2021,CHI @ PHI,L,240,105,-7
PHI,02/19/2021,PHI vs. CHI,W,240,112,7
ORL,02/19/2021,ORL vs. GSW,W,240,124,4
GSW,02/19/2021,GSW @ ORL,L,241,120,-4
TOR,02/19/2021,TOR @ MIN,W,241,86,5
MIN,02/19/2021,MIN vs. TOR,L,240,81,-5
OKC,02/19/2021,OKC @ MIL,L,241,85,-13
MIL,02/19/2021,MIL vs. OKC,W,240,98,13
DET,02/19/2021,DET @ MEM,L,239,95,-14
MEM,02/19/2021,MEM vs. DET,W,239,109,14
GSW,02/20/2021,GSW @ CHA,L,241,100,-2
CHA,02/20/2021,CHA vs. GSW,W,241,102,2
POR,02/20/2021,POR vs. WAS,L,241,111,-7
WAS,02/20/2021,WAS @ POR,W,239,118,7
PHX,02/20/2021,PHX @ MEM,W,238,128,31
MEM,02/20/2021,MEM vs. PHX,L,240,97,-31
MIA,02/20/2021,MIA @ LAL,W,240,96,2
LAL,02/20/2021,LAL vs. MIA,L,239,94,-2
SAC,02/20/2021,SAC @ CHI,L,240,114,-8
CHI,02/20/2021,CHI vs. SAC,W,240,122,8
DEN,02/21/2021,DEN @ ATL,L,242,115,-8
ATL,02/21/2021,ATL vs. DEN,W,242,123,8
LAC,02/21/2021,LAC vs. BKN,L,240,108,-4
BKN,02/21/2021,BKN @ LAC,W,241,112,4
OKC,02/21/2021,OKC @ CLE,W,240,117,16
CLE,02/21/2021,CLE vs. OKC,L,239,101,-16
BOS,02/21/2021,BOS @ NOP,L,266,115,-5
NOP,02/21/2021,NOP vs. BOS,W,267,120,5
NYK,02/21/2021,NYK vs. MIN,W,240,103,4
MIN,02/21/2021,MIN @ NYK,L,241,99,-4
MIL,02/21/2021,MIL vs. SAC,W,241,128,13
SAC,02/21/2021,SAC @ MIL,L,240,115,-13
DET,02/21/2021,DET @ ORL,L,240,96,-9
ORL,02/21/2021,ORL vs. DET,W,241,105,9
TOR,02/21/2021,TOR vs. PHI,W,241,110,7
PHI,02/21/2021,PHI @ TOR,L,240,103,-7
OKC,02/22/2021,OKC vs. MIA,L,240,94,-14
MIA,02/22/2021,MIA @ OKC,W,239,108,14
LAL,02/22/2021,LAL vs. WAS,L,265,124,-3
WAS,02/22/2021,WAS @ LAL,W,264,127,3
DAL,02/22/2021,DAL vs. MEM,W,241,102,10
MEM,02/22/2021,MEM @ DAL,L,240,92,-10
CHA,02/22/2021,CHA @ UTA,L,242,110,-22
UTA,02/22/2021,UTA vs. CHA,W,239,132,22
POR,02/22/2021,POR @ PHX,L,241,100,-32
PHX,02/22/2021,PHX vs. POR,W,239,132,32
HOU,02/22/2021,HOU vs. CHI,L,240,100,-20
CHI,02/22/2021,CHI @ HOU,W,241,120,20
TOR,02/23/2021,TOR vs. PHI,L,239,102,-7
PHI,02/23/2021,PHI @ TOR,W,240,109,7
MIL,02/23/2021,MIL vs. MIN,W,242,139,27
MIN,02/23/2021,MIN @ MIL,L,240,112,-27
DAL,02/23/2021,DAL vs. BOS,W,241,110,3
BOS,02/23/2021,BOS @ DAL,L,241,107,-3
POR,02/23/2021,POR @ DEN,L,239,106,-5
DEN,02/23/2021,DEN vs. POR,W,241,111,5
CLE,02/23/2021,CLE vs. ATL,W,241,112,1
ATL,02/23/2021,ATL @ CLE,L,239,111,-1
GSW,02/23/2021,GSW @ NYK,W,242,114,8
NYK,02/23/2021,NYK vs. GSW,L,240,106,-8
DET,02/23/2021,DET @ ORL,W,240,105,12
ORL,02/23/2021,ORL vs. DET,L,241,93,-12
SAC,02/23/2021,SAC @ BKN,L,240,118,-9
BKN,02/23/2021,BKN vs. SAC,W,240,127,9
WAS,02/23/2021,WAS @ LAC,L,238,116,-19
LAC,02/23/2021,LAC vs. WAS,W,240,135,19
GSW,02/24/2021,GSW @ IND,W,240,111,4
IND,02/24/2021,IND vs. GSW,L,240,107,-4
HOU,02/24/2021,HOU @ CLE,L,240,96,-16
CLE,02/24/2021,CLE vs. HOU,W,240,112,16
BOS,02/24/2021,BOS @ ATL,L,240,112,-15
ATL,02/24/2021,ATL vs. BOS,W,241,127,15
SAS,02/24/2021,SAS @ OKC,L,240,99,-3
OKC,02/24/2021,OKC vs. SAS,W,240,102,3
UTA,02/24/2021,UTA vs. LAL,W,240,114,25
LAL,02/24/2021,LAL @ UTA,L,240,89,-25
DET,02/24/2021,DET @ NOP,L,239,118,-10
NOP,02/24/2021,NOP vs. DET,W,240,128,9.2
MIA,02/24/2021,MIA vs. TOR,W,239,116,8
TOR,02/24/2021,TOR @ MIA,L,239,108,-8
MIN,02/24/2021,MIN @ CHI,L,265,126,-7
CHI,02/24/2021,CHI vs. MIN,W,266,133,7
CHA,02/24/2021,CHA @ PHX,W,239,124,3
PHX,02/24/2021,PHX vs. CHA,L,241,121,-3
MIL,02/25/2021,MIL vs. NOP,W,241,129,4
NOP,02/25/2021,NOP @ MIL,L,240,125,-4
WAS,02/25/2021,WAS @ DEN,W,239,112,2
DEN,02/25/2021,DEN vs. WAS,L,241,110,-2
DAL,02/25/2021,DAL @ PHI,L,241,97,-14
PHI,02/25/2021,PHI vs. DAL,W,240,111,14
SAC,02/25/2021,SAC @ NYK,L,241,121,-19
NYK,02/25/2021,NYK vs. SAC,W,241,140,19
ORL,02/25/2021,ORL @ BKN,L,238,92,-37
BKN,02/25/2021,BKN vs. ORL,W,239,129,37
MEM,02/25/2021,MEM vs. LAC,W,240,122,28
LAC,02/25/2021,LAC @ MEM,L,239,94,-28
POR,02/26/2021,POR @ LAL,L,241,93,-9
LAL,02/26/2021,LAL vs. POR,W,240,102,9
HOU,02/26/2021,HOU @ TOR,L,237,111,-11
TOR,02/26/2021,TOR vs. HOU,W,240,122,11
CHA,02/26/2021,CHA @ GSW,L,241,121,-9
GSW,02/26/2021,GSW vs. CHA,W,241,130,9
OKC,02/26/2021,OKC vs. ATL,W,240,118,9
ATL,02/26/2021,ATL @ OKC,L,238,109,-9
PHX,02/26/2021,PHX @ CHI,W,240,106,9
CHI,02/26/2021,CHI vs. PHX,L,241,97,-9
IND,02/26/2021,IND @ BOS,L,240,112,-6
BOS,02/26/2021,BOS vs. IND,W,238,118,6
DET,02/26/2021,DET vs. SAC,L,240,107,-3
SAC,02/26/2021,SAC @ DET,W,239,110,3
LAC,02/26/2021,LAC @ MEM,W,242,119,20
MEM,02/26/2021,MEM vs. LAC,L,239,99,-20
UTA,02/26/2021,UTA @ MIA,L,240,116,-8
MIA,02/26/2021,MIA vs. UTA,W,240,124,8
